,Price,Levy,Manufacturer,Model,Age Of Car,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
12341,14740,906.8381278879118,BMW,530,16,9,1,5,3,280000,6,2,2,4-5,0,7,8
12342,13485,906.8381278879118,BMW,530 M,18,9,0,5,3,155000,6,2,2,4-5,0,12,12
12343,30107,1058.0,LEXUS,RX 450,8,4,1,2,3.5,236016,6,0,1,4-5,0,1,12
12344,36000,906.8381278879118,MERCEDES-BENZ,E 350,8,9,1,1,3.0 Turbo,97500,6,2,2,4-5,0,1,16
12345,12544,645.0,TOYOTA,Prius,9,9,0,2,1.8,20000,4,0,1,4-5,0,2,12
12347,26030,382.0,CHEVROLET,Volt,3,3,1,2,1.5,52062,4,0,1,4-5,0,2,0
12349,13630,966.0,HYUNDAI,Genesis,11,1,1,5,2,104157,4,0,1,4-5,0,7,4
12351,8467,906.8381278879118,SUBARU,Outback,16,10,0,5,2.5,163000,4,2,0,4-5,1,12,2
12352,50178,906.8381278879118,MERCEDES-BENZ,E 350,6,9,1,5,3.5,75000,6,0,0,4-5,0,12,12
12353,13485,906.8381278879118,FORD,Transit,23,2,1,1,2.5,134080,4,1,2,4-5,0,2,2
12354,19707,583.0,HYUNDAI,Elantra,9,9,1,5,1.6,76462,4,0,1,4-5,0,7,4
12355,16894,836.0,HYUNDAI,Sonata,10,9,1,5,2,195921,4,0,1,4-5,0,1,4
12356,5959,906.8381278879118,MERCEDES-BENZ,CLK 200,20,1,1,5,2.0 Turbo,0,6,1,2,2-3,0,1,6
12357,16308,906.8381278879118,FORD,Fusion,10,9,1,2,2.5,250000,4,3,1,4-5,0,1,8
12358,23521,906.8381278879118,TOYOTA,Camry,8,9,0,5,2.5,102000,4,2,1,4-5,0,14,0
12361,6272,697.0,VOLKSWAGEN,Jetta,5,9,1,5,1.8,63792,4,0,1,4-5,0,1,12
12363,7213,790.0,DAEWOO,Lacetti,11,9,1,5,1.6,68111,4,0,1,4-5,0,2,4
12364,59504,891.0,HYUNDAI,Tucson,4,4,1,1,2,32948,4,0,1,4-5,0,8,4
12365,6272,1109.0,MITSUBISHI,Pajero Mini 2008 წლიანი,12,4,0,5,0.7 Turbo,166000,4,0,0,2-3,1,7,4
12366,20005,642.0,CHEVROLET,Orlando,8,4,1,1,2,122050,4,0,1,4-5,0,1,4
12367,26949,527.0,HONDA,FIT,5,10,1,5,1.3,50927,4,0,1,4-5,0,2,4
12368,21326,906.8381278879118,MERCEDES-BENZ,E 280 3.0,12,9,0,1,3.0 Turbo,32000,6,2,2,>5,0,12,12
12370,1568,1172.0,TOYOTA,Highlander,9,4,1,2,3.5,342622,6,0,0,4-5,0,1,12
12371,15681,891.0,HYUNDAI,Sonata,4,9,1,4,2,284189,4,0,1,4-5,0,12,4
12372,6272,906.8381278879118,OPEL,Astra G,32,10,0,5,1.2,189000,4,1,1,4-5,0,2,4
12373,58172,690.0,HONDA,Civic,4,1,1,5,1.5,30274,4,0,1,4-5,0,1,4
12374,18450,1024.0,HYUNDAI,H1,10,10,1,1,2.5,126760,4,0,1,4-5,0,12,4
12376,23207,707.0,HYUNDAI,Tucson,9,4,1,1,2,144096,4,0,1,4-5,0,12,4
12377,8781,900.0,HONDA,Accord,5,9,1,5,2.4,129779,4,0,1,4-5,0,1,12
12379,5018,906.8381278879118,OPEL,Vectra,25,3,0,5,2,300000,4,1,1,4-5,0,4,2
12380,13172,891.0,HYUNDAI,Sonata,4,9,1,4,2,358526,4,0,1,4-5,0,8,4
12381,27441,831.0,MITSUBISHI,Eclipse ES,2,4,0,5,1.5 Turbo,17123,4,0,0,4-5,0,12,8
12383,23521,777.0,TOYOTA,Camry,6,9,1,5,2.5,118400,4,2,1,4-5,0,7,8
12384,20698,530.0,FORD,Fusion 1.6,7,9,1,5,1.6 Turbo,249600,4,2,1,4-5,0,1,10
12385,55515,891.0,HYUNDAI,Santa FE,4,4,1,1,2,87331,4,0,1,4-5,0,2,4
12386,13366,836.0,HYUNDAI,Sonata,10,9,1,5,2,104727,4,0,1,4-5,0,1,4
12387,1882,1053.0,MERCEDES-BENZ,E 350,6,9,1,1,3.5,146395,6,0,2,4-5,0,7,12
12388,61286,1079.0,HYUNDAI,Santa FE,2,4,1,1,2,69000,4,0,1,4-5,0,7,4
12389,7213,906.8381278879118,MAZDA,Demio evropuli,17,3,0,0,1.4,185000,4,1,1,4-5,0,2,4
12390,11290,2377.0,TOYOTA,Tundra,4,4,1,5,5.7,54875,8,0,2,4-5,0,7,12
12391,38251,640.0,SSANGYONG,REXTON,7,4,1,1,2,152859,4,0,1,4-5,0,14,4
12393,10117,687.0,HYUNDAI,Elantra,10,9,1,5,1.6,72000,4,0,1,4-5,0,14,4
12395,10349,906.8381278879118,MERCEDES-BENZ,E 240,19,9,1,5,2.4,235000,6,0,2,4-5,0,12,6
12396,16099,777.0,TOYOTA,Camry,6,9,0,5,2.5,103123,4,0,1,4-5,0,12,12
12397,17876,2195.0,BMW,X5,11,4,1,5,4.8,112000,8,2,0,4-5,0,14,8
12398,7517,790.0,DAEWOO,Lacetti,11,9,1,5,1.6,138719,4,0,1,4-5,0,12,4
12399,24148,1750.0,LEXUS,RX 400,12,4,1,2,3.3,209000,6,3,0,4-5,0,1,10
12400,40889,784.0,HONDA,Civic,3,3,1,5,1.5,1461,4,0,1,4-5,0,12,4
12401,6586,1525.0,MERCEDES-BENZ,C 180,22,9,0,0,1.8,111111,4,1,2,4-5,0,14,4
12403,19444,777.0,SUBARU,Forester,6,4,0,5,2.5,232000,4,2,0,4-5,0,14,8
12404,20385,906.8381278879118,FORD,Transit ford,10,2,0,1,2.2,210000,4,1,1,4-5,0,14,2
12406,8311,906.8381278879118,TOYOTA,Prius,12,3,0,2,1.5,204839,4,0,1,4-5,0,12,0
12407,53154,1017.0,HYUNDAI,Santa FE,3,4,1,1,2,105751,4,0,1,4-5,0,14,4
12408,43905,906.8381278879118,MERCEDES-BENZ,E 350,10,1,1,5,3.5,39000,6,2,2,2-3,0,1,12
12409,8154,906.8381278879118,MITSUBISHI,Airtrek,18,10,0,5,2,136000,4,2,1,4-5,1,7,2
12410,10976,906.8381278879118,FORD,Transit,23,6,0,1,2.5,0,4,1,2,4-5,0,14,2
12411,41710,906.8381278879118,VOLKSWAGEN,Jetta,1,9,1,5,1.4 Turbo,6950,4,0,1,4-5,0,14,10
12412,13799,645.0,TOYOTA,Prius,9,3,0,2,1.8,204387,4,0,1,4-5,0,14,0
12413,12544,906.8381278879118,TOYOTA,Aqua,7,9,0,2,1.5,200000,4,3,1,4-5,1,14,0
12414,10976,906.8381278879118,TOYOTA,Prius,12,9,0,2,1.5,368000,4,0,1,4-5,0,14,8
12415,26657,906.8381278879118,NISSAN,Navara,9,8,0,1,2.5,240000,4,1,0,4-5,0,14,4
12416,49237,1327.0,TOYOTA,Camry,2,9,1,5,2.5,22000,4,2,1,4-5,0,1,12
12417,3136,781.0,TOYOTA,Camry,8,9,1,2,2.5,159379,4,0,1,4-5,0,14,12
12419,21181,642.0,SSANGYONG,Korando,8,4,1,1,2,159989,4,0,1,4-5,0,12,4
12420,114468,915.0,LAND ROVER,Range Rover,6,4,1,1,3.0 Turbo,126000,6,0,0,4-5,0,14,12
12421,27700,906.8381278879118,NISSAN,Juke,7,4,0,5,1.6 Turbo,87000,4,2,0,4-5,0,12,12
12422,4391,308.0,TOYOTA,Prius,6,3,1,2,1.8,151923,4,0,1,4-5,0,14,12
12424,10976,779.0,VOLKSWAGEN,Passat B7,7,9,1,5,2.5,105000,5,0,1,4-5,0,7,12
12425,5175,1055.0,LEXUS,RX 450,7,4,1,2,3.5,151288,6,0,0,4-5,0,7,12
12426,30734,2151.0,LEXUS,GX 470,11,4,1,5,4.7,264339,8,0,0,4-5,0,1,0
12428,36567,1091.0,HYUNDAI,H1,4,7,1,1,2.5,120000,4,0,1,4-5,0,1,4
12429,4077,906.8381278879118,VOLKSWAGEN,Lupo,18,3,0,5,1,120008,4,1,1,2-3,1,12,2
12430,21316,828.0,HONDA,FIT,0,3,1,5,1.5,15601,4,0,1,4-5,0,8,4
12431,4234,906.8381278879118,VOLKSWAGEN,Jetta,20,9,1,5,2.8,0,6,1,1,4-5,0,1,2
12432,16621,906.8381278879118,TOYOTA,Camry,12,9,1,2,2.4 Turbo,135000,4,0,1,4-5,0,0,6
12433,5018,906.8381278879118,OPEL,Astra,22,2,0,5,1.6,175000,4,1,1,4-5,0,2,6
12434,44711,891.0,HYUNDAI,Santa FE,4,4,1,1,2,146492,4,0,1,4-5,0,1,4
12435,25089,1051.0,KIA,Optima,4,9,0,5,2.4,65000,4,2,1,4-5,0,14,12
12436,16621,1172.0,MERCEDES-BENZ,E 350,9,9,1,1,3.5,119379,6,0,0,4-5,0,12,12
12437,20385,906.8381278879118,TOYOTA,Camry,10,9,1,2,2.4,288000,4,3,1,4-5,0,5,10
12438,10663,1405.0,MERCEDES-BENZ,ML 350,11,4,1,1,3,278904,6,0,0,4-5,0,2,12
12439,1882,442.0,TOYOTA,Prius,3,9,1,2,1.8,47672,4,0,1,4-5,0,14,12
12440,12858,906.8381278879118,TOYOTA,Vitz,9,3,0,5,1,89000,3,3,1,4-5,0,14,10
12441,7840,1272.0,OPEL,Combo,14,2,0,1,1.7 Turbo,196000,4,1,1,4-5,0,2,4
12442,18189,891.0,KIA,Optima,4,9,1,5,2,27485,4,0,1,4-5,0,1,4
12443,18817,906.8381278879118,HYUNDAI,Sonata,8,9,0,2,2.4,150000,8,0,1,4-5,0,1,12
12444,8781,906.8381278879118,MERCEDES-BENZ,E 320,21,9,1,5,0.6 Turbo,230000,6,0,2,4-5,0,2,8
12445,3920,781.0,TOYOTA,Camry,8,9,1,5,2.5,285214,4,0,1,4-5,0,1,12
12446,45542,930.0,HYUNDAI,Tucson,2,4,1,1,1.7,32066,4,0,1,4-5,0,1,4
12447,10349,906.8381278879118,NISSAN,X-Trail,16,4,0,5,2,156000,4,0,0,4-5,1,1,8
12449,26657,642.0,BMW,328,8,9,1,5,2.0 Turbo,144000,4,2,2,4-5,0,1,10
12450,15994,585.0,TOYOTA,Prius,7,3,0,2,1.8,76509,4,0,1,4-5,0,12,7
12451,7840,1031.0,NISSAN,Note,7,3,0,5,1.2,127000,3,3,1,4-5,1,14,6
12452,19707,629.0,HYUNDAI,Elantra,5,9,1,5,1.6,138770,4,0,1,4-5,0,14,4
12453,17249,585.0,TOYOTA,Prius,7,3,1,2,1.8,0,4,0,1,4-5,0,1,12
12454,47217,765.0,HYUNDAI,Santa FE,5,4,1,1,2,108177,4,0,1,4-5,0,1,4
12455,27889,707.0,HYUNDAI,Santa FE,9,4,1,1,2,151594,4,0,1,4-5,0,12,4
12456,5018,906.8381278879118,VOLKSWAGEN,Passat,15,9,1,5,1.8 Turbo,179760,4,0,1,4-5,0,12,10
12457,7056,1286.0,CHEVROLET,Captiva,13,4,1,1,2,61435,4,0,1,4-5,0,12,4
12458,36231,642.0,HYUNDAI,Santa FE,8,4,1,1,2,68359,4,0,1,4-5,0,12,4
12459,40092,639.0,HYUNDAI,Tucson,6,4,1,1,2,68725,4,0,1,4-5,0,11,4
12460,3920,697.0,TOYOTA,Corolla,5,9,1,5,1.8,136835,4,0,1,4-5,0,14,12
12462,12143,642.0,HYUNDAI,Sonata,8,9,1,4,2,236781,4,0,1,4-5,0,14,4
12464,10976,906.8381278879118,HONDA,Cr-v,18,4,1,5,2,197000,4,0,0,4-5,1,13,4
12465,43548,584.0,HONDA,Civic,6,9,1,5,1.8,70742,4,0,1,4-5,0,14,4
12466,10976,906.8381278879118,MERCEDES-BENZ,E 220,19,9,0,1,2.2 Turbo,10000,4,0,2,4-5,0,12,12
12467,16264,609.0,HONDA,FIT,4,3,1,5,1.3,57400,4,0,1,4-5,0,12,4
12468,7213,1058.0,MERCEDES-BENZ,ML 350,8,4,1,5,3.5,193267,6,0,0,4-5,0,7,12
12469,23521,906.8381278879118,INFINITI,M37,9,9,1,5,3.7,62000,6,2,2,4-5,0,14,12
12470,10976,906.8381278879118,TOYOTA,Prius,12,3,0,5,1.6,155000,4,0,1,4-5,0,14,2
12471,36968,777.0,HYUNDAI,H1,6,7,1,1,2.5,139905,4,0,1,4-5,0,12,4
12472,3500,1368.0,VOLKSWAGEN,Golf,24,3,0,5,1.6,275000,4,1,1,4-5,0,6,2
12473,2666,521.0,CHEVROLET,Volt,9,3,1,2,1.4,288778,4,0,1,4-5,0,1,0
12474,34497,900.0,KIA,Sportage,5,4,1,5,2.4,60123,4,0,0,4-5,0,14,10
12475,30583,777.0,HYUNDAI,H1,6,7,1,1,2.5,120309,4,0,1,4-5,0,1,4
12476,26030,753.0,HYUNDAI,Tucson,8,4,1,5,2.4,98000,4,2,1,4-5,0,11,12
12478,11604,707.0,KIA,Optima,9,9,1,5,2,61378,4,0,1,4-5,0,1,4
12479,27911,1197.0,TOYOTA,Tacoma,8,9,1,5,4,365810,6,0,0,4-5,0,14,12
12480,96749,1076.0,HYUNDAI,Santa FE,0,4,1,1,2,6631,4,0,1,4-5,0,7,4
12481,31581,915.0,HYUNDAI,H1,6,7,1,1,3,114142,4,0,1,4-5,0,12,4
12482,48873,765.0,SSANGYONG,REXTON,5,4,1,1,2,92870,4,0,1,4-5,0,7,4
12483,12544,906.8381278879118,TOYOTA,Prius,12,3,0,2,1.5,111111,4,3,1,4-5,0,14,0
12484,29793,1888.0,BMW,X5,13,4,1,1,3.0 Turbo,19000,6,0,0,4-5,0,1,12
12485,40340,1249.0,HYUNDAI,H1,3,10,1,1,2.5,171690,4,0,1,4-5,0,12,4
12486,25004,836.0,HYUNDAI,Tucson,10,4,1,1,2,97137,4,0,1,4-5,0,7,4
12487,44943,891.0,HONDA,Civic,4,9,1,5,2,23919,4,0,1,4-5,0,7,4
12489,17249,906.8381278879118,TOYOTA,Prius,11,9,1,2,1.8,1111111,4,0,1,4-5,0,14,4
12490,23270,640.0,HYUNDAI,Tucson,7,4,1,1,2,74476,4,0,1,4-5,0,14,4
12491,7840,906.8381278879118,VAZ,2121 (Niva),12,4,0,5,1.6,113000,4,1,2,4-5,0,14,0
12492,44611,690.0,HONDA,Civic,4,9,1,5,1.5,72066,4,0,1,4-5,0,1,4
12493,11917,906.8381278879118,TOYOTA,Prius,13,9,1,5,1.6,235200,8,2,1,4-5,0,1,8
12494,22947,836.0,HYUNDAI,Tucson,10,4,1,1,2,155300,4,0,1,4-5,0,12,4
12495,9500,906.8381278879118,VOLKSWAGEN,Jetta,15,9,1,5,2.5,97000,5,2,1,4-5,0,12,6
12497,7840,364.0,CHEVROLET,Spark,8,9,1,5,1,32387,4,0,1,4-5,0,1,4
12498,1882,749.0,HYUNDAI,Sonata,6,9,1,5,2.4,166008,4,0,1,4-5,0,14,12
12499,23521,769.0,FORD,Transit,9,6,0,1,2.2 Turbo,122000,4,1,1,4-5,0,14,2
12500,14586,501.0,TOYOTA,Aqua,6,3,1,5,1.5,116350,4,0,1,4-5,0,14,4
12501,30734,1578.0,BMW,650,5,1,1,5,4.4,92213,8,0,2,2-3,0,14,12
12502,8154,1282.0,KIA,Carens,13,4,1,1,2,51999,4,0,1,4-5,0,1,4
12503,17562,780.0,CHEVROLET,Cruze,1,3,0,5,1.4,13,4,0,1,4-5,0,1,8
12504,14113,642.0,FORD,C-MAX,8,9,1,2,2.0 Turbo,140000,5,0,1,4-5,0,13,6
12506,10976,906.8381278879118,TOYOTA,Prius,15,9,0,2,1.5,43200,4,0,1,4-5,0,14,0
12507,34497,906.8381278879118,BMW,X1,7,4,1,5,2,0,8,2,1,4-5,0,14,9
12508,38260,779.0,TOYOTA,RAV 4,7,4,0,5,2.5,176000,4,2,0,4-5,0,12,8
12509,11604,834.0,OPEL,Zafira,11,7,0,1,1.7 Turbo,248000,4,1,1,4-5,0,1,10
12510,15530,501.0,TOYOTA,Aqua,6,3,1,5,1.5,99529,4,0,1,4-5,0,12,4
12511,15681,1017.0,HYUNDAI,Sonata,3,9,1,4,2,61257,4,0,1,4-5,0,14,4
12512,9408,640.0,AUDI,A5,7,1,1,5,2.0 Turbo,87000,6,0,2,2-3,0,1,8
12513,3136,924.0,TOYOTA,Corolla,3,9,1,5,1.8,61701,4,0,1,4-5,0,12,12
12514,8781,906.8381278879118,FORD,Tourneo Connect,12,2,0,1,1.8,160000,4,1,1,2-3,0,14,2
12515,15053,906.8381278879118,DODGE,Dart,8,9,0,5,1.4 Turbo,142000,4,2,1,4-5,0,1,9
12516,18817,906.8381278879118,AUDI,A4,9,9,1,5,2.0 Turbo,144878,4,1,0,4-5,0,1,8
12518,20592,1099.0,SSANGYONG,REXTON,10,4,1,1,2.7,225450,4,0,1,4-5,0,1,4
12519,13485,878.0,TOYOTA,Prius,11,9,0,2,1.8,316800,4,2,0,4-5,0,7,12
12520,34497,906.8381278879118,NISSAN,Quest,7,7,1,0,3.5,45000,6,0,1,>5,0,14,12
12521,48196,1079.0,HYUNDAI,Elantra,2,9,1,5,2,17172,4,0,1,4-5,0,7,4
12522,8467,906.8381278879118,PEUGEOT,206,14,3,1,5,1.6,93686,4,2,1,4-5,0,12,0
12523,8781,531.0,NISSAN,Juke,8,4,1,5,1.6,167405,4,0,0,4-5,0,1,0
12524,47042,906.8381278879118,BMW,X5,10,4,1,1,3.5 Turbo,150000,6,2,0,4-5,0,1,16
12525,40769,906.8381278879118,TOYOTA,Corolla,3,9,0,5,1.6,18700,4,0,1,4-5,0,14,12
12526,36721,784.0,HONDA,FIT,3,3,1,5,1.5,30430,4,0,1,4-5,0,14,4
12527,18503,585.0,HYUNDAI,Elantra Gt,7,3,1,5,1.8,118400,4,2,2,4-5,0,14,6
12528,9722,2410.0,CHEVROLET,Camaro,10,1,1,5,6.2,111274,8,0,2,2-3,0,8,12
12531,25089,906.8381278879118,TOYOTA,Camry,8,9,1,5,2.5,139000,4,2,1,4-5,0,1,10
12532,9408,906.8381278879118,SUBARU,Legacy,15,9,0,5,2,208000,4,2,0,4-5,1,1,4
12533,12544,765.0,HYUNDAI,Sonata,5,9,1,4,2,533571,4,0,1,4-5,0,8,4
12534,6000,906.8381278879118,SAAB,09-Mar,12,9,1,5,2,1000,6,0,1,4-5,0,1,6
12535,15367,906.8381278879118,TOYOTA,Prius,11,9,0,2,1.5,220800,4,3,1,4-5,0,2,8
12536,21953,781.0,TOYOTA,Camry,8,9,1,5,2.5,148000,4,2,1,4-5,0,1,8
12537,10192,1205.0,HYUNDAI,Santa FE,5,4,1,5,3.3,97304,6,0,1,4-5,0,14,12
12538,42965,1946.0,MERCEDES-BENZ,G 550,3,4,1,5,4,54730,8,0,0,4-5,0,14,12
12539,10976,906.8381278879118,JEEP,Liberty,18,4,1,5,3.7,150000,6,0,0,4-5,0,2,4
12541,54458,891.0,HYUNDAI,Santa FE,4,4,1,1,2,90727,4,0,1,4-5,0,2,4
12542,15323,836.0,HYUNDAI,Genesis,10,1,1,5,2,132008,4,0,1,4-5,0,7,4
12543,7997,906.8381278879118,NISSAN,Note,15,3,0,5,1.5,161000,4,3,1,4-5,1,12,2
12545,22580,906.8381278879118,TOYOTA,Camry,11,9,0,2,2.4,320000,4,0,1,4-5,0,12,6
12546,26971,585.0,MERCEDES-BENZ,C 250,7,1,1,5,1.8,85121,4,0,1,2-3,0,7,12
12547,5488,1282.0,CHEVROLET,Captiva,13,4,1,1,2,54785,4,0,1,4-5,0,14,4
12548,2195,749.0,HONDA,Cr-v,6,4,1,5,2.4,0,4,0,0,4-5,0,4,12
12549,23602,642.0,HYUNDAI,Tucson,8,4,1,1,2,72018,4,0,1,4-5,0,14,4
12550,39829,906.8381278879118,BMW,X6,11,4,1,5,3.5 Turbo,152000,16,2,0,4-5,0,7,16
12551,30750,770.0,HYUNDAI,Tucson,4,4,1,1,1.7,158258,4,0,1,4-5,0,14,4
12552,19707,531.0,HYUNDAI,Elantra,8,9,1,5,1.6,97000,4,0,1,4-5,0,14,4
12553,26657,906.8381278879118,MASERATI,Quattroporte,11,9,1,5,4,0,8,2,0,4-5,0,1,6
12554,114468,1104.0,BMW,X6,5,4,1,5,3,97600,6,2,0,4-5,0,1,10
12555,12544,530.0,KIA,Cerato,7,9,1,5,1.6,116644,4,0,1,4-5,0,12,4
12557,6743,397.0,LEXUS,CT 200h,4,3,1,2,1.8,71904,4,0,1,4-5,0,14,0
12558,31082,777.0,HYUNDAI,H1,6,7,1,1,2.5,170971,4,0,1,4-5,0,7,4
12559,17876,906.8381278879118,FIAT,500 Abarth,7,1,1,5,1.4 Turbo,50000,4,1,1,2-3,0,14,8
12560,49293,1017.0,HYUNDAI,Santa FE,3,4,1,1,2,156887,4,0,1,4-5,0,7,4
12561,5959,906.8381278879118,HONDA,Passport,21,4,0,0,3.2,300000,6,0,0,4-5,0,6,2
12562,24775,1750.0,LEXUS,RX 400 RESTAILING,12,4,1,2,3.3,235200,6,0,0,4-5,0,12,12
12563,14426,765.0,HYUNDAI,Elantra GT,5,3,0,5,2,65566,6,0,1,4-5,0,14,6
12564,30596,640.0,SSANGYONG,REXTON,7,4,1,1,2,130000,4,0,1,4-5,0,14,4
12565,18817,552.0,FORD,Focus,3,9,0,5,1.0 Turbo,18080,3,0,1,4-5,0,4,8
12566,37633,906.8381278879118,AUDI,A8,12,9,1,1,3,265000,6,2,0,4-5,0,1,8
12567,28608,639.0,CHEVROLET,Malibu,6,9,1,5,2,76686,4,0,1,4-5,0,1,4
12568,21012,781.0,TOYOTA,Camry,8,9,1,5,2.5,101000,4,2,1,4-5,0,1,10
12569,12544,843.0,TOYOTA,Prius,12,9,0,2,1.5,227200,4,0,1,4-5,0,2,4
12570,8154,906.8381278879118,NISSAN,Tiida,14,9,1,5,1.5,150000,4,0,1,4-5,1,1,5
12571,16894,1273.0,SSANGYONG,REXTON,11,4,1,1,2.7,157446,4,0,1,4-5,0,12,4
12572,27284,906.8381278879118,FORD,Fusion,6,9,1,2,2,138000,4,2,1,4-5,0,1,12
12573,7527,906.8381278879118,MERCEDES-BENZ,CLK 320,20,9,1,5,3.2,253640,6,2,2,2-3,0,1,6
12575,21012,891.0,HYUNDAI,Elantra 2016,4,9,0,5,2,20900,4,2,1,4-5,0,2,8
12576,25089,906.8381278879118,FORD,Escape,7,4,0,5,2.5,192000,4,0,1,4-5,0,7,12
12577,19707,836.0,SSANGYONG,Actyon,10,4,1,1,2,189000,4,0,1,4-5,0,1,4
12579,1803,1405.0,BMW,X5,11,4,1,1,3,229854,6,0,0,4-5,0,6,0
12580,8643,364.0,CHEVROLET,Spark,8,3,1,5,1,160000,4,0,1,4-5,0,2,4
12581,4704,906.8381278879118,OPEL,Vectra,24,9,0,5,1.6,11000,4,1,1,4-5,0,7,1
12582,8311,781.0,CHEVROLET,Cruze,2,9,1,5,1.4,65738,4,0,1,4-5,0,11,12
12583,6899,906.8381278879118,VAZ,2121 (Niva),16,3,0,5,1.6,85000,4,1,0,2-3,0,14,2
12584,12544,906.8381278879118,CADILLAC,CTS,4,9,1,5,2.0 Turbo,29000,4,0,2,4-5,0,7,10
12585,24462,781.0,TOYOTA,Camry SPORT,8,9,1,5,2.5,95000,4,2,2,4-5,0,11,9
12586,8154,906.8381278879118,OPEL,Astra,16,9,0,5,1.6,205000,4,0,1,4-5,0,5,8
12587,16308,906.8381278879118,TOYOTA,Prius,10,3,1,5,1.8,259200,4,0,1,4-5,0,7,8
12588,122308,906.8381278879118,PORSCHE,Cayenne,5,4,1,1,3.0 Turbo,120000,6,2,0,4-5,0,14,9
12589,18688,1141.0,JEEP,Compass,11,4,1,5,2.4,167510,4,0,1,4-5,0,11,4
12590,7527,906.8381278879118,MERCEDES-BENZ,C 32 AMG,19,9,1,5,3.2 Turbo,247000,6,2,2,4-5,0,1,8
12591,2600,1529.0,OPEL,Vectra,25,9,0,0,1.8,999999999,4,1,1,4-5,0,6,4
12592,33575,880.0,HYUNDAI,Elantra,2,9,1,5,1.6,65734,4,0,1,4-5,0,2,4
12593,94083,906.8381278879118,MITSUBISHI,Pajero,0,4,1,1,3.0 Turbo,0,6,0,0,4-5,0,1,12
12595,17562,1017.0,MERCEDES-BENZ,GLA 250,3,4,1,5,2,109608,4,0,1,4-5,0,14,0
12596,35752,906.8381278879118,MERCEDES-BENZ,E 350,9,9,1,1,3.0 Turbo,167000,6,2,2,4-5,0,12,12
12597,12544,906.8381278879118,NISSAN,X-Trail,18,4,0,5,2,158000,4,1,0,4-5,0,5,6
12598,10722,271.0,HONDA,FIT,6,3,1,2,1.5,81917,4,0,1,4-5,0,12,4
12599,6115,760.0,CHEVROLET,Cruze,10,9,1,5,1.8,63223,4,0,1,4-5,0,12,4
12600,26030,1018.0,MERCEDES-BENZ,E 350,9,9,1,1,3.0 Turbo,160000,6,2,2,4-5,0,14,10
12602,12544,765.0,HYUNDAI,Sonata,5,9,1,4,2,367783,4,0,1,4-5,0,8,4
12603,11604,639.0,HYUNDAI,Sonata,6,9,1,4,2,352590,4,0,1,4-5,0,12,4
12604,57961,891.0,HYUNDAI,Santa FE,4,4,1,1,2,75540,4,0,1,4-5,0,14,4
12606,12231,906.8381278879118,MERCEDES-BENZ,C 230,16,9,1,5,1.8,221000,4,2,2,4-5,0,12,10
12609,65858,517.0,LEXUS,RX 450,6,4,1,2,3.5,66575,6,2,0,4-5,0,14,12
12610,22621,707.0,HYUNDAI,Tucson,9,4,1,1,2,165452,4,0,1,4-5,0,7,4
12611,19444,906.8381278879118,TOYOTA,Camry,10,9,1,2,2.4,158000,4,2,1,4-5,0,14,12
12613,4800,906.8381278879118,SUBARU,Forester,19,10,0,5,2.0 Turbo,111111,4,0,0,4-5,1,12,4
12614,23110,503.0,TOYOTA,Aqua,8,3,1,2,1.5,120800,4,0,1,4-5,0,14,4
12615,10036,639.0,HYUNDAI,Sonata,6,9,1,4,2,402468,4,0,1,4-5,0,12,4
12616,7213,906.8381278879118,MERCEDES-BENZ,A 170,15,3,0,5,1.7,180600,4,2,1,4-5,0,5,6
12617,6899,915.0,BMW,X6,6,4,1,5,3,224938,6,0,0,4-5,0,14,12
12618,37498,694.0,HYUNDAI,Santa FE,6,4,1,1,2.2,157970,4,0,1,4-5,0,7,4
12619,7840,906.8381278879118,HONDA,FIT,15,3,0,5,1.3,126000,4,3,1,4-5,1,12,4
12620,23000,690.0,CHEVROLET,Malibu,4,9,0,5,1.5 Turbo,104000,4,2,1,4-5,0,2,0
12621,12231,906.8381278879118,TOYOTA,Corolla,14,9,0,5,1.6,177000,4,1,1,4-5,0,7,8
12622,2600,906.8381278879118,HONDA,Civic,18,9,0,5,1.5,205609,4,0,1,4-5,1,12,6
12623,35309,640.0,SSANGYONG,REXTON,7,4,1,1,2,97035,4,0,1,4-5,0,1,4
12626,33575,1091.0,HYUNDAI,H1,4,7,1,1,2.5,186000,4,0,1,4-5,0,14,4
12628,14113,906.8381278879118,FIAT,500 Sport,8,1,1,5,1.4,89000,4,2,1,2-3,0,11,10
12629,1490,831.0,JEEP,Compass,9,4,1,5,2.4,259779,4,0,1,4-5,0,1,11
12630,18189,906.8381278879118,HYUNDAI,Santa FE,11,4,1,1,2.2 Turbo,290000,4,0,0,4-5,0,1,4
12631,10663,906.8381278879118,SKODA,Fabia,10,9,0,1,1.9 Turbo,270000,4,1,0,4-5,0,7,8
12632,19444,906.8381278879118,HYUNDAI,Elantra,5,9,0,5,1.8,126400,4,0,1,4-5,0,2,8
12633,9722,574.0,HONDA,Insight,10,3,0,2,1.3,183000,4,3,1,4-5,0,2,9
12634,32973,919.0,JEEP,Grand Cherokee,8,4,1,1,3,228307,4,0,1,4-5,0,12,4
12635,22580,891.0,HYUNDAI,Elantra,4,9,0,5,2,62000,4,2,1,4-5,0,1,8
